id,order_id,shipping_date,tracking_number,carrier,status
2128,5206,9/14/2024 18:38,TRK-61846378-xGoN,UPS,in_transit
2129,5208,2/25/2025 9:14,TRK-02016720-QHKi,UPS,in_transit
2130,5210,12/2/2024 18:11,TRK-71838783-RaLn,UPS,delivered
2131,5216,5/23/2024 13:16,TRK-00245808-YXTt,DHL,delivered
2132,5217,4/6/2025 2:21,TRK-16509827-SkNJ,DHL,in_transit
2133,5218,5/1/2025 18:32,TRK-46484839-pIYJ,USPS,in_transit
2134,5219,6/25/2024 12:43,TRK-24697850-FNyd,FedEx,delivered
2135,5222,4/5/2025 5:48,TRK-54004844-RSsh,UPS,delivered
2136,5223,3/18/2025 2:31,TRK-07637468-EIrx,DHL,delivered
2137,5224,9/10/2024 11:27,TRK-44199411-xWTM,UPS,delivered
2138,5227,8/2/2024 4:27,TRK-19214156-jDSz,UPS,delivered
2139,5228,3/15/2025 19:44,TRK-18215199-NGav,USPS,in_transit
2140,5229,9/2/2024 14:16,TRK-03384519-AXgx,UPS,in_transit
2141,5230,1/20/2025 22:04,TRK-59377663-MZmO,USPS,delivered
2142,5231,2/26/2025 13:44,TRK-91191984-iLct,UPS,delivered
2143,5234,11/2/2024 0:52,TRK-68349233-ZFcU,USPS,delivered
2144,5238,1/24/2025 4:31,TRK-14244431-GYJV,FedEx,in_transit
2145,5244,1/19/2025 1:03,TRK-15886391-SNsv,FedEx,in_transit
2146,5246,4/17/2025 23:40,TRK-94669054-YvGg,UPS,in_transit
2147,5247,7/20/2024 9:20,TRK-87587344-dnmp,USPS,delivered
2148,5249,8/20/2024 6:58,TRK-14038543-foZj,USPS,in_transit
2149,5250,12/19/2024 9:07,TRK-26084711-mzme,DHL,in_transit
2150,5256,7/4/2024 7:16,TRK-74842625-dItl,FedEx,delivered
2151,5260,5/24/2024 20:45,TRK-28894842-zjaz,USPS,delivered
2152,5267,12/17/2024 18:39,TRK-87145505-PuWP,UPS,in_transit
2153,5269,1/26/2025 3:48,TRK-53210418-sRbt,FedEx,in_transit
2154,5273,10/17/2024 2:35,TRK-94483371-nDlG,UPS,delivered
2155,5274,9/7/2024 2:58,TRK-67466326-jXum,UPS,delivered
2156,5278,7/23/2024 2:51,TRK-23560543-IeZi,FedEx,in_transit
2157,5284,12/10/2024 22:02,TRK-77024363-FRdK,FedEx,delivered
2158,5288,12/27/2024 1:09,TRK-28767345-rjAG,USPS,delivered
2159,5289,1/17/2025 1:53,TRK-13130864-Qahp,USPS,in_transit
2160,5292,4/5/2025 12:23,TRK-06325475-SNfO,FedEx,delivered
2161,5297,5/25/2024 15:27,TRK-32903673-UoRC,USPS,delivered
2162,5301,5/26/2024 1:34,TRK-58491728-wtFs,UPS,in_transit
2163,5303,7/3/2024 23:53,TRK-96345015-CTzO,UPS,in_transit
2164,5304,3/22/2025 21:39,TRK-80160336-Gjho,USPS,in_transit
2165,5305,6/5/2024 0:06,TRK-95882965-ajBJ,FedEx,in_transit
2166,5309,3/17/2025 15:40,TRK-11475183-SWPC,USPS,in_transit
2167,5311,8/20/2024 10:44,TRK-88859213-INav,UPS,delivered
2168,5314,2/7/2025 13:47,TRK-27320057-XmRG,FedEx,in_transit
2169,5320,5/27/2024 7:52,TRK-67823777-RqvV,DHL,delivered
2170,5323,4/23/2025 22:01,TRK-04770768-jesj,USPS,delivered
2171,5324,1/28/2025 16:38,TRK-64468043-XvgR,UPS,in_transit
2172,5326,1/10/2025 3:02,TRK-47906145-Iyvb,UPS,delivered
2173,5330,12/6/2024 14:22,TRK-93921954-nzez,DHL,in_transit
2174,5331,1/11/2025 10:53,TRK-19332175-bxrc,FedEx,in_transit
2175,5338,11/22/2024 10:28,TRK-04666342-Jnsm,DHL,delivered
2176,5339,12/3/2024 6:27,TRK-23096667-iQqh,FedEx,delivered
2177,5340,5/11/2024 19:05,TRK-46294293-uFKo,DHL,delivered
2178,5341,12/18/2024 21:26,TRK-74496113-guKa,USPS,in_transit
2179,5344,7/23/2024 7:36,TRK-90447529-NdjM,DHL,delivered
2180,5346,7/4/2024 22:06,TRK-80866360-ZcxH,UPS,delivered
2181,5347,12/19/2024 13:43,TRK-12764044-WIFq,USPS,in_transit
2182,5350,5/15/2024 16:09,TRK-39908448-pbqe,UPS,in_transit
2183,5357,9/18/2024 10:51,TRK-65466814-MWhx,FedEx,delivered
2184,5360,12/19/2024 14:39,TRK-20721297-Tshe,FedEx,in_transit
2185,5369,4/3/2025 12:19,TRK-29755145-GCWd,USPS,in_transit
2186,5371,9/11/2024 7:17,TRK-99094852-YBRV,UPS,delivered
2187,5374,9/4/2024 5:50,TRK-83459109-WhpK,UPS,delivered
2188,5378,1/19/2025 7:22,TRK-05762980-YnFm,USPS,in_transit
2189,5379,2/15/2025 0:21,TRK-78260456-qrKq,DHL,delivered
2190,5380,10/26/2024 7:20,TRK-92201437-ZgMQ,UPS,in_transit
2191,5384,6/23/2024 17:33,TRK-40597076-stTx,DHL,delivered
2192,5386,9/23/2024 12:25,TRK-76399164-JkkA,UPS,delivered
2193,5387,9/24/2024 2:44,TRK-39110404-mhAX,USPS,delivered
2194,5390,3/16/2025 16:29,TRK-06488951-pLdu,UPS,delivered
2195,5393,8/8/2024 7:27,TRK-49531127-shST,FedEx,in_transit
2196,5396,1/5/2025 3:47,TRK-42958857-xgKh,DHL,delivered
2197,5398,4/15/2025 14:08,TRK-50140271-fIfW,DHL,delivered
2198,5400,4/5/2025 18:18,TRK-48964624-lnkA,DHL,delivered
2199,5401,9/9/2024 21:53,TRK-16454688-xVOd,DHL,in_transit
2200,5405,8/12/2024 22:13,TRK-62493940-zmMe,USPS,in_transit
2201,5406,10/11/2024 0:09,TRK-84197621-oiiy,DHL,delivered
2202,5407,2/3/2025 8:17,TRK-51333165-QLEy,FedEx,in_transit
2203,5411,11/10/2024 4:01,TRK-07863200-FzmT,USPS,delivered
2204,5412,12/24/2024 20:36,TRK-61317746-bBmi,FedEx,delivered
2205,5414,6/7/2024 6:44,TRK-81854459-kZzE,USPS,delivered
2206,5419,4/22/2025 4:47,TRK-32789611-CeNx,USPS,delivered
2207,5420,10/28/2024 22:25,TRK-15367581-HSRF,USPS,in_transit
2208,5422,10/17/2024 4:49,TRK-09445570-YCay,DHL,delivered
2209,5423,11/15/2024 11:52,TRK-37139667-coqB,USPS,delivered
2210,5424,11/15/2024 22:17,TRK-14867527-LJif,UPS,in_transit
2211,5427,3/8/2025 0:09,TRK-15235291-DJQF,DHL,delivered
2212,5431,8/31/2024 22:42,TRK-49333925-TrLh,DHL,delivered
2213,5432,9/2/2024 18:19,TRK-03552791-Bycz,USPS,delivered
2214,5434,3/25/2025 8:35,TRK-70843856-SPzy,DHL,in_transit
2215,5437,7/12/2024 13:31,TRK-37498039-XHOE,DHL,in_transit
2216,5441,9/12/2024 14:00,TRK-80292078-wUUU,FedEx,delivered
2217,5442,1/1/2025 19:55,TRK-27492475-pnKJ,DHL,delivered
2218,5443,3/17/2025 10:31,TRK-67068303-DoUj,USPS,delivered
2219,5446,4/25/2025 20:41,TRK-02524637-IamK,DHL,delivered
2220,5447,1/16/2025 20:19,TRK-30759360-ZEsT,UPS,delivered
2221,5448,10/24/2024 11:18,TRK-39084867-ekps,UPS,delivered
2222,5449,3/24/2025 23:44,TRK-43098758-iqdl,FedEx,delivered
2223,5451,2/17/2025 21:49,TRK-47148123-sNrN,USPS,delivered
2224,5452,9/26/2024 17:22,TRK-30488722-xtlY,UPS,in_transit
2225,5457,1/10/2025 22:38,TRK-09947451-uAyK,USPS,in_transit
2226,5459,1/26/2025 22:32,TRK-69095782-SJFi,UPS,in_transit
2227,5460,10/19/2024 5:28,TRK-96436245-IPDM,USPS,delivered
2228,5462,1/7/2025 17:00,TRK-65064660-tRRm,USPS,delivered
2229,5464,8/8/2024 15:20,TRK-49833730-KjzJ,UPS,delivered
2230,5468,8/24/2024 2:19,TRK-01462879-USTP,UPS,in_transit
2231,5469,10/22/2024 16:46,TRK-16328803-fBoc,DHL,delivered
2232,5470,4/7/2025 0:07,TRK-36426089-OcpV,FedEx,in_transit
2233,5480,11/17/2024 21:34,TRK-92287313-JopA,UPS,in_transit
2234,5486,2/23/2025 21:09,TRK-61509009-tdHI,DHL,delivered
2235,5488,2/21/2025 22:38,TRK-83505620-kgUR,DHL,in_transit
2236,5490,9/20/2024 2:33,TRK-58908784-DdLU,FedEx,in_transit
2237,5491,9/21/2024 13:55,TRK-34962309-kBDa,UPS,delivered
2238,5493,3/24/2025 11:20,TRK-28034162-CUCk,UPS,delivered
2239,5497,10/1/2024 14:11,TRK-23900687-mlgU,UPS,in_transit
2240,5501,1/8/2025 21:04,TRK-38680107-kXbX,DHL,in_transit
2241,5502,3/20/2025 17:49,TRK-99045009-tXDR,DHL,delivered
2242,5503,11/25/2024 17:27,TRK-06033964-dfWY,USPS,in_transit
2243,5504,4/9/2025 6:11,TRK-72639079-nyqG,FedEx,in_transit
2244,5508,7/7/2024 0:10,TRK-95123021-HZII,DHL,delivered
2245,5509,2/27/2025 20:28,TRK-40408130-CDaO,UPS,in_transit
2246,5513,4/13/2025 18:23,TRK-88607005-SWrJ,USPS,delivered
2247,5518,4/21/2025 4:12,TRK-54215135-NYhh,UPS,delivered
2248,5524,12/20/2024 10:23,TRK-46712720-gTfo,UPS,delivered
2249,5528,4/10/2025 18:31,TRK-41666315-TxxT,DHL,delivered
2250,5530,10/10/2024 12:59,TRK-16032965-IeZq,DHL,delivered
2251,5533,12/28/2024 13:30,TRK-98315887-LBeG,UPS,delivered
2252,5535,2/7/2025 20:00,TRK-67864488-wzlG,USPS,in_transit
2253,5536,9/19/2024 17:16,TRK-96326317-ctbf,FedEx,delivered
2254,5538,8/4/2024 19:20,TRK-61310903-NxHi,FedEx,in_transit
2255,5539,6/18/2024 2:34,TRK-23009993-PekK,UPS,delivered
2256,5543,12/1/2024 19:05,TRK-08160916-JNyL,UPS,delivered
2257,5544,5/14/2024 16:47,TRK-95268985-KPRg,DHL,delivered
2258,5547,5/22/2024 3:31,TRK-14783702-tVvr,FedEx,delivered
2259,5551,8/27/2024 22:04,TRK-51198161-uBjJ,DHL,in_transit
2260,5552,5/9/2024 9:01,TRK-90860729-exmK,USPS,in_transit
2261,5554,2/5/2025 21:41,TRK-98717195-ZJkF,USPS,in_transit
2262,5555,12/19/2024 5:56,TRK-26918278-YmFK,USPS,delivered
2263,5557,7/25/2024 18:49,TRK-80810786-DHcA,UPS,in_transit
2264,5558,5/10/2024 14:02,TRK-34946539-aVYr,USPS,in_transit
2265,5560,3/8/2025 12:33,TRK-27974084-nRQY,USPS,in_transit
2266,5563,4/24/2025 20:37,TRK-27197598-Suar,FedEx,in_transit
2267,5565,5/7/2024 10:40,TRK-21688344-NOgT,DHL,delivered
2268,5568,12/9/2024 10:47,TRK-87264278-ScxA,USPS,delivered
2269,5572,11/22/2024 21:43,TRK-20118745-vXdH,DHL,in_transit
2270,5576,1/6/2025 11:40,TRK-79586741-IaKU,USPS,delivered
2271,5577,8/5/2024 16:48,TRK-89858210-nnIk,FedEx,in_transit
2272,5578,12/31/2024 2:00,TRK-45811530-pjqq,USPS,in_transit
2273,5581,12/11/2024 1:15,TRK-15315985-AJPh,USPS,delivered
2274,5585,7/25/2024 22:31,TRK-67911474-ztJj,USPS,in_transit
2275,5586,10/16/2024 4:55,TRK-84947437-Snwk,UPS,in_transit
2276,5587,1/13/2025 6:56,TRK-65692961-uxJO,USPS,delivered
2277,5588,9/3/2024 3:59,TRK-53817814-xCoc,UPS,in_transit
2278,5590,5/22/2024 3:20,TRK-99088695-fzAA,FedEx,in_transit
2279,5591,8/11/2024 10:36,TRK-42129762-tvmb,FedEx,in_transit
2280,5592,3/5/2025 19:36,TRK-76672441-KkvQ,FedEx,in_transit
2281,5594,9/3/2024 17:56,TRK-95243070-nimq,FedEx,delivered
2282,5596,12/14/2024 0:17,TRK-13554879-brwl,FedEx,in_transit
2283,5598,2/20/2025 5:03,TRK-59593248-JoEP,USPS,delivered
2284,5599,2/15/2025 14:05,TRK-45686854-Joaw,UPS,delivered
2285,5602,3/6/2025 21:39,TRK-80977243-xlNK,FedEx,delivered
2286,5607,5/2/2025 8:43,TRK-61838467-eKhL,UPS,delivered
2287,5609,3/28/2025 13:26,TRK-46453599-LzEj,UPS,in_transit
2288,5611,2/21/2025 4:35,TRK-88323095-xRIB,FedEx,in_transit
2289,5615,2/22/2025 4:33,TRK-70527214-KocK,FedEx,in_transit
2290,5616,11/17/2024 9:07,TRK-41024541-yFxj,USPS,in_transit
2291,5618,1/10/2025 10:12,TRK-05881225-LLJx,USPS,delivered
2292,5619,12/7/2024 13:58,TRK-32988580-Cgjc,UPS,delivered
2293,5621,3/17/2025 21:48,TRK-23733539-CNiD,DHL,in_transit
2294,5622,7/3/2024 22:02,TRK-42545828-jqDN,DHL,in_transit
2295,5623,5/14/2024 18:23,TRK-86612137-PjNX,FedEx,delivered
2296,5624,2/24/2025 8:09,TRK-24410168-kwhd,USPS,delivered
2297,5625,3/6/2025 7:43,TRK-81631973-lXTU,UPS,delivered
2298,5626,6/14/2024 9:22,TRK-57871219-oUqm,USPS,in_transit
2299,5628,6/9/2024 0:33,TRK-40323317-VzRy,DHL,delivered
2300,5629,3/13/2025 1:36,TRK-99678284-eTHq,FedEx,delivered
2301,5631,4/11/2025 9:58,TRK-80695673-JolG,UPS,delivered
2302,5632,7/7/2024 14:16,TRK-03152921-KUpX,UPS,delivered
2303,5633,11/5/2024 17:51,TRK-34312496-rkPA,UPS,delivered
2304,5635,12/22/2024 17:45,TRK-70014325-TZJF,USPS,in_transit
2305,5637,6/28/2024 15:15,TRK-99530001-yEIq,USPS,delivered
2306,5638,1/15/2025 3:22,TRK-81193823-Kjse,USPS,in_transit
2307,5640,5/12/2024 23:27,TRK-87211524-sndj,FedEx,delivered
2308,5642,9/17/2024 1:23,TRK-55406039-bmVk,UPS,in_transit
2309,5647,4/8/2025 10:14,TRK-25703792-IAHB,FedEx,in_transit
2310,5648,5/18/2024 7:49,TRK-86448405-NeSW,USPS,delivered
2311,5653,10/9/2024 7:07,TRK-04226575-sQob,USPS,delivered
2312,5655,11/19/2024 16:56,TRK-61907565-wNsR,USPS,in_transit
2313,5656,2/16/2025 13:22,TRK-24255009-mHiL,USPS,in_transit
2314,5659,11/18/2024 3:39,TRK-02391483-bbhD,USPS,in_transit
2315,5661,9/8/2024 12:26,TRK-74152930-RvEh,UPS,in_transit
2316,5662,3/10/2025 11:03,TRK-15635687-ytNV,DHL,in_transit
2317,5663,10/10/2024 1:45,TRK-23654693-cGGd,UPS,delivered
2318,5664,3/11/2025 10:49,TRK-77756521-WeEv,USPS,in_transit
2319,5668,9/22/2024 13:51,TRK-38353491-NZSd,FedEx,delivered
2320,5671,4/24/2025 18:20,TRK-67096741-pgDX,FedEx,in_transit
2321,5672,8/27/2024 22:44,TRK-86126550-eGCk,DHL,delivered
2322,5674,6/6/2024 14:14,TRK-12823711-hCLn,DHL,in_transit
2323,5675,1/4/2025 18:46,TRK-03203476-BGvE,FedEx,delivered
2324,5677,12/15/2024 11:09,TRK-66346834-gTht,FedEx,delivered
2325,5679,4/7/2025 3:54,TRK-20208833-MHTD,FedEx,in_transit
2326,5685,5/6/2025 14:40,TRK-87350441-WTaT,USPS,delivered
2327,5686,8/8/2024 10:26,TRK-52053376-Eakq,USPS,delivered
2328,5691,12/16/2024 20:46,TRK-95071074-Mhxm,USPS,delivered
2329,5696,7/8/2024 23:40,TRK-52418181-ZEOl,DHL,in_transit
2330,5697,10/5/2024 9:12,TRK-60314500-adxl,USPS,delivered
2331,5699,7/17/2024 17:44,TRK-76237685-BBbB,UPS,delivered
2332,5701,3/31/2025 12:59,TRK-23105591-hNLL,DHL,in_transit
2333,5703,5/9/2024 2:06,TRK-46640454-WfTH,USPS,delivered
2334,5705,7/16/2024 22:28,TRK-73792410-cESO,FedEx,in_transit
2335,5707,3/4/2025 12:59,TRK-16822435-qEAf,USPS,delivered
2336,5708,3/22/2025 11:19,TRK-80057024-BesY,USPS,delivered
2337,5710,3/1/2025 6:04,TRK-01618017-LNCq,FedEx,in_transit
2338,5714,4/23/2025 16:54,TRK-31465605-WGWN,USPS,delivered
2339,5719,2/22/2025 1:10,TRK-27877029-uumS,FedEx,delivered
2340,5720,3/16/2025 1:37,TRK-77526931-LaBI,UPS,delivered
2341,5721,4/1/2025 17:47,TRK-95422512-zpSN,DHL,in_transit
2342,5723,9/24/2024 12:10,TRK-73622611-vzVl,UPS,in_transit
2343,5729,8/20/2024 11:56,TRK-62283619-MGWO,USPS,delivered
2344,5732,9/20/2024 21:48,TRK-36677281-FfFR,FedEx,in_transit
2345,5733,6/5/2024 0:29,TRK-85135101-MtjE,UPS,delivered
2346,5734,1/18/2025 13:15,TRK-91029168-pFtf,USPS,in_transit
2347,5735,11/4/2024 13:27,TRK-69482301-gaCQ,FedEx,delivered
2348,5737,2/22/2025 0:17,TRK-99561590-JWyz,UPS,delivered
2349,5738,7/1/2024 18:40,TRK-70723798-NjmG,FedEx,in_transit
2350,5739,7/1/2024 22:45,TRK-10989583-msze,UPS,delivered
2351,5741,12/26/2024 3:26,TRK-81096820-tMvC,UPS,in_transit
2352,5744,7/7/2024 12:49,TRK-35084828-mylW,DHL,in_transit
2353,5750,8/19/2024 19:34,TRK-28071567-zfQL,DHL,delivered
2354,5751,7/29/2024 14:45,TRK-71076689-RwtN,USPS,delivered
2355,5753,11/16/2024 19:26,TRK-49018825-UQYj,DHL,in_transit
2356,5754,11/26/2024 13:44,TRK-38322767-SHbl,FedEx,delivered
2357,5755,10/12/2024 15:29,TRK-31976198-Vnsz,DHL,in_transit
2358,5762,2/1/2025 22:00,TRK-58176967-ywjs,DHL,in_transit
2359,5763,10/26/2024 0:27,TRK-38111153-aYJu,FedEx,in_transit
2360,5764,5/3/2025 21:55,TRK-50735459-hiPb,DHL,delivered
2361,5776,3/30/2025 7:39,TRK-28471139-HTXV,UPS,delivered
2362,5777,8/12/2024 23:29,TRK-89984604-WOEp,USPS,in_transit
2363,5779,9/2/2024 3:28,TRK-24045951-ETnG,FedEx,delivered
2364,5781,5/28/2024 14:04,TRK-88568314-grNf,USPS,in_transit
2365,5782,7/1/2024 3:19,TRK-04532901-rWGA,USPS,delivered
2366,5786,4/1/2025 11:55,TRK-11302888-SQuk,UPS,in_transit
2367,5788,4/25/2025 7:36,TRK-10266300-SdLh,DHL,in_transit
2368,5792,6/13/2024 4:18,TRK-09633112-RSeS,UPS,in_transit
2369,5793,1/10/2025 10:59,TRK-16637316-RoOm,FedEx,delivered
2370,5796,12/7/2024 22:21,TRK-51644486-ZhMN,UPS,delivered
2371,5797,5/13/2024 8:45,TRK-26311880-xPre,FedEx,in_transit
2372,5799,8/18/2024 12:17,TRK-87070044-NNfe,USPS,in_transit
2373,5808,12/2/2024 12:17,TRK-51626952-SKHZ,UPS,delivered
2374,5810,2/21/2025 9:46,TRK-09726937-ABWi,DHL,delivered
2375,5811,6/1/2024 21:45,TRK-14231109-JzVY,UPS,in_transit
2376,5812,9/8/2024 3:25,TRK-32070027-Tayj,USPS,delivered
2377,5816,9/21/2024 14:33,TRK-67507086-FCyb,FedEx,delivered
2378,5819,10/2/2024 21:45,TRK-42974861-aLDs,UPS,in_transit
2379,5820,12/16/2024 23:52,TRK-79113227-PFOq,UPS,in_transit
2380,5823,9/24/2024 12:47,TRK-58765297-EQBN,UPS,delivered
2381,5824,10/9/2024 17:49,TRK-03216906-aawk,DHL,delivered
2382,5828,7/4/2024 23:14,TRK-11861318-EAUc,DHL,in_transit
2383,5831,8/6/2024 12:44,TRK-68534201-yefP,DHL,delivered
2384,5833,11/5/2024 17:33,TRK-09717843-Szif,DHL,in_transit
2385,5836,12/15/2024 0:58,TRK-01732972-sawP,DHL,in_transit
2386,5839,3/22/2025 11:12,TRK-79017030-nXWB,UPS,delivered
2387,5842,4/20/2025 8:21,TRK-41792618-tFhQ,DHL,delivered
2388,5850,6/3/2024 0:12,TRK-25480733-HCad,FedEx,delivered
2389,5856,6/12/2024 4:21,TRK-89760289-ICIp,DHL,in_transit
2390,5858,2/14/2025 11:04,TRK-71413693-xLAs,UPS,delivered
2391,5860,5/9/2024 10:52,TRK-30507967-zwOx,FedEx,in_transit
2392,5861,6/1/2024 16:09,TRK-05627738-yszp,USPS,delivered
2393,5862,9/2/2024 21:57,TRK-65296193-erKL,USPS,in_transit
2394,5863,11/24/2024 14:43,TRK-92458996-WoDg,DHL,delivered
2395,5875,8/15/2024 22:14,TRK-22746412-fVgB,UPS,in_transit
2396,5876,5/22/2024 15:07,TRK-67193057-jJVy,UPS,in_transit
2397,5878,5/30/2024 10:53,TRK-54640312-ZwwH,DHL,in_transit
2398,5880,4/4/2025 12:25,TRK-75481792-qCnR,FedEx,in_transit
2399,5881,2/22/2025 17:57,TRK-91093928-oifT,USPS,delivered
2400,5884,1/15/2025 9:25,TRK-21650658-qpue,USPS,in_transit
2401,5885,2/13/2025 23:32,TRK-67264697-SjWS,UPS,in_transit
2402,5886,1/19/2025 11:50,TRK-45277262-Rfct,USPS,in_transit
2403,5887,12/4/2024 4:38,TRK-50318487-Xxln,FedEx,in_transit
2404,5890,10/7/2024 20:57,TRK-20594652-TLKg,UPS,delivered
2405,5892,5/21/2024 22:05,TRK-02249423-Cnzr,FedEx,delivered
2406,5894,5/4/2025 3:50,TRK-20490508-SmIb,DHL,delivered
2407,5902,9/6/2024 20:49,TRK-54973915-yEHF,USPS,delivered
2408,5904,1/7/2025 0:14,TRK-67389174-ckxR,FedEx,delivered
2409,5906,12/8/2024 5:35,TRK-13641188-jXAp,DHL,in_transit
2410,5907,4/22/2025 7:24,TRK-54756049-oCuA,FedEx,in_transit
2411,5908,4/4/2025 7:06,TRK-90894590-QFju,USPS,delivered
2412,5910,2/21/2025 7:33,TRK-07430529-mxtU,FedEx,in_transit
2413,5914,2/27/2025 6:14,TRK-63891305-gmUX,FedEx,delivered
2414,5916,8/17/2024 22:29,TRK-40789401-zoWu,UPS,delivered
2415,5920,9/13/2024 13:10,TRK-35065902-PsJG,USPS,in_transit
2416,5921,4/2/2025 8:49,TRK-13046559-jMqG,DHL,in_transit
2417,5923,8/16/2024 15:42,TRK-14781494-LhIC,UPS,in_transit
2418,5925,4/26/2025 22:58,TRK-45850791-rAsF,FedEx,delivered
2419,5926,12/1/2024 19:50,TRK-69145384-FZft,UPS,delivered
2420,5927,5/29/2024 4:50,TRK-92505447-dBNO,USPS,in_transit
2421,5928,3/16/2025 12:00,TRK-96650628-GEsF,FedEx,delivered
2422,5929,1/19/2025 11:55,TRK-93491680-dYDH,UPS,in_transit
2423,5930,4/30/2025 5:18,TRK-30849049-rlOd,FedEx,delivered
2424,5931,10/29/2024 5:45,TRK-84588640-pDiv,FedEx,in_transit
2425,5933,1/17/2025 1:58,TRK-72962169-eAGC,USPS,delivered
2426,5934,5/6/2025 15:13,TRK-11557655-scqh,UPS,in_transit
2427,5935,5/2/2025 16:46,TRK-04680201-XkOc,UPS,in_transit
2428,5936,12/28/2024 13:58,TRK-63915588-NqbV,USPS,delivered
2429,5937,7/30/2024 1:04,TRK-97637665-GxfV,UPS,delivered
2430,5940,1/30/2025 21:14,TRK-95680673-pYhR,DHL,delivered
2431,5942,7/25/2024 11:19,TRK-84196469-ZAEL,USPS,delivered
2432,5944,12/27/2024 5:33,TRK-92171312-SeCx,FedEx,delivered
2433,5949,9/3/2024 2:44,TRK-89136051-qfqw,DHL,delivered
2434,5950,11/25/2024 10:24,TRK-07737423-BGIE,UPS,in_transit
2435,5951,8/4/2024 10:05,TRK-72424274-beCP,UPS,in_transit
2436,5953,9/15/2024 21:04,TRK-67621379-iiuM,USPS,delivered
2437,5954,1/7/2025 7:03,TRK-54275010-KfKQ,UPS,delivered
2438,5955,5/17/2024 23:16,TRK-96373101-OUAN,USPS,delivered
2439,5957,11/15/2024 6:30,TRK-35190023-tkrd,DHL,in_transit
2440,5961,6/4/2024 21:56,TRK-87950819-LlyY,USPS,delivered
2441,5966,3/25/2025 0:53,TRK-68375380-RhpL,USPS,delivered
2442,5968,9/17/2024 9:13,TRK-35270691-FwDo,USPS,in_transit
2443,5969,3/16/2025 22:15,TRK-65115788-JitF,DHL,delivered
2444,5972,5/21/2024 16:05,TRK-37462816-sEPe,FedEx,delivered
2445,5973,9/8/2024 23:58,TRK-27036853-GYQt,DHL,in_transit
2446,5974,11/22/2024 11:42,TRK-97803814-PkGZ,DHL,delivered
2447,5976,1/20/2025 14:04,TRK-78495025-tAbY,FedEx,delivered
2448,5980,9/24/2024 8:58,TRK-42547055-EQTV,UPS,delivered
2449,5986,7/12/2024 11:29,TRK-53869742-wvhE,FedEx,delivered
2450,5987,3/19/2025 11:33,TRK-59924441-yJCr,USPS,delivered
2451,5988,8/22/2024 20:08,TRK-63527308-Imzu,DHL,delivered
2452,5992,1/16/2025 9:09,TRK-54513427-nkoW,UPS,in_transit
2453,5996,9/11/2024 8:17,TRK-86733627-wnmG,DHL,in_transit
2454,5997,11/21/2024 13:43,TRK-76271758-WlGQ,UPS,delivered
2455,5998,5/17/2024 0:25,TRK-09697144-sdBS,FedEx,delivered
2456,5999,7/25/2024 10:44,TRK-56587379-Qgyu,UPS,in_transit
2457,6002,10/8/2024 9:54,TRK-69111991-DTpq,FedEx,delivered
2458,6004,10/18/2024 1:23,TRK-18989319-rvRT,FedEx,delivered
2459,6008,12/12/2024 8:29,TRK-37178425-AzFP,FedEx,delivered
2460,6011,1/28/2025 3:17,TRK-61666094-FSSG,USPS,delivered
2461,6015,3/21/2025 15:34,TRK-99815632-kHUc,UPS,in_transit
2462,6017,2/15/2025 3:18,TRK-70308498-pNpU,FedEx,delivered
2463,6018,9/2/2024 20:54,TRK-17083871-adSu,DHL,in_transit
2464,6021,11/20/2024 19:56,TRK-02692686-cJAc,USPS,delivered
2465,6023,5/4/2025 12:22,TRK-08797328-woKX,USPS,delivered
2466,6024,6/21/2024 7:30,TRK-08009605-Swqb,UPS,delivered
2467,6025,10/22/2024 23:54,TRK-07730535-vESf,FedEx,in_transit
2468,6027,10/1/2024 7:46,TRK-52637531-ddjh,UPS,in_transit
2469,6041,4/14/2025 4:04,TRK-28886974-JDEw,DHL,delivered
2470,6042,2/20/2025 5:49,TRK-37067203-QuwN,DHL,delivered
2471,6043,1/1/2025 15:18,TRK-28209443-qjRG,UPS,in_transit
2472,6047,9/14/2024 23:55,TRK-86930159-qtsS,FedEx,delivered
2473,6048,9/8/2024 4:58,TRK-62401188-fWiL,USPS,in_transit
2474,6049,11/19/2024 10:37,TRK-77599686-QRvI,USPS,in_transit
2475,6050,7/20/2024 16:11,TRK-61408993-DRtf,FedEx,delivered
2476,6051,6/13/2024 16:46,TRK-30698517-RhOJ,FedEx,in_transit
2477,6052,2/25/2025 2:00,TRK-52546566-joqP,USPS,in_transit
2478,6053,11/4/2024 2:36,TRK-62260842-KDpn,USPS,delivered
2479,6057,12/14/2024 16:27,TRK-74164380-reaW,DHL,delivered
2480,6059,1/4/2025 5:11,TRK-50410373-BCwo,FedEx,in_transit
2481,6063,7/17/2024 14:36,TRK-93289767-AfyO,USPS,in_transit
2482,6064,6/27/2024 4:20,TRK-02606471-fEWT,UPS,in_transit
2483,6070,11/6/2024 14:42,TRK-91197868-Exaj,DHL,delivered
2484,6073,3/20/2025 16:06,TRK-81913773-LXNW,DHL,delivered
2485,6074,5/18/2024 7:01,TRK-86592401-OlGV,UPS,delivered
2486,6078,1/31/2025 2:10,TRK-83505303-kOmq,FedEx,delivered
2487,6079,7/9/2024 8:00,TRK-88965525-nqcB,UPS,delivered
2488,6084,3/14/2025 2:03,TRK-47715907-yNCo,DHL,in_transit
2489,6085,11/9/2024 16:21,TRK-96519444-XplP,DHL,delivered
